Index	Field_ID	Sample_ID	Site_ID	UTM_Zone	UTM_Easting	UTM_Northing	Location_vs_WWTP	Sample_Type	Sample_Label	Taxon	FFG	Analysis_Type	Temperature	DO	Conductivity	TDS	pH	NH4	NH3	Collection_Date	Researcher	Crew	Scribe
200	Invert-WMR-35	KK423	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
201	Invert-WMR-38	KK424	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
202	Invert-WMR-39	KK425	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
203	Invert-WMR-42	KK426	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
204	Invert-WMR-43	KK427	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
205	Invert-WMR-44	KK428	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
206	Invert-WMR-45	KK429	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
207	Invert-WMR-61	KK430	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
208	Invert-WMR-62	KK431	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
209	Invert-WMR-63	KK432	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
210	Invert-WMR-64	KK433	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
211	Invert-WMR-65	KK434	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
212	Invert-INV-130	KK435	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
213	Invert-INV-132	KK436	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
214	Invert-INV-133	KK437	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
215	Invert-INV-134	KK438	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
216	Invert-INV-135	KK439	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
217	Invert-INV-145	KK440	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche morosa	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
218	Invert-INV-146	KK441	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
219	Invert-INV-147	KK442	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche morosa	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
220	Invert-INV-148	KK443	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche morosa	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
221	Invert-INV-149	KK444	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
222	Invert-INV-159	KK445	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
223	Invert-INV-191	KK446	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
224	Invert-INV-192	KK447	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
225	Invert-INV-193	KK448	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
226	Invert-INV-194	KK449	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
227	Invert-INV-195	KK450	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Ephemerellidae	Ephemerella subvaria	Gatherer	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
228	Invert-EIT-264	KK451	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
229	Invert-EIT-268	KK452	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
230	Invert-EIT-269	KK453	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
231	Invert-EIT-371	KK454	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina	Predator	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
232	Invert-EIT-375	KK455	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
233	Invert-EIT-376	KK456	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
234	Invert-EIT-377	KK457	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
235	Invert-EIT-378	KK458	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
236	Invert-EIT-379	KK459	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
237	Invert-KIW-384	KK460	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
238	Invert-KIW-385	KK461	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
239	Invert-KIW-386	KK462	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
240	Invert-KIW-387	KK463	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
241	Invert-KIW-390	KK464	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche morosa	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
242	Invert-KIW-395	KK465	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
243	Invert-KIW-428	KK466	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
244	Invert-KIW-430	KK467	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
245	Invert-KIW-431	KK468	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
246	Invert-KIW-432	KK469	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
247	Invert-KIW-433	KK470	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
248	Invert-KIW-473	KK471	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
249	Invert-KIW-476	KK472	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
250	Invert-KIW-478	KK473	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
251	Invert-KIW-479	KK474	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
252	Invert-KIW-480	KK475	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
253	Invert-KIW-484	KK476	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
254	Invert-HR-541	KK477	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
255	Invert-HR-542	KK478	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
256	Invert-HR-543	KK479	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
257	Invert-HR-544	KK480	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
258	Invert-HR-545	KK481	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina flavescens	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
259	Invert-HR-551	KK482	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
260	Invert-HR-553	KK483	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
261	Invert-HR-554	KK484	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Perlidae	Agnetina capitata	Predator	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
262	Invert-HR-616	KK485	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
263	Invert-HR-617	KK486	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
264	Invert-HR-619	KK487	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
265	Invert-HR-620	KK488	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
266	Invert-HR-621	KK489	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
267	Invert-FWY-664	KK490	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
268	Invert-FWY-666	KK491	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
269	Invert-FWY-667	KK492	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
270	Invert-FWY-669	KK493	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
271	Invert-FWY-670	KK494	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Baetidae	Iswaeon anoka	Gatherer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
272	Invert-FWY-678	KK495	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
273	Invert-FWY-679	KK496	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
274	Invert-FWY-680	KK497	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche phalerata	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
275	Invert-FWY-682	KK498	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
276	Invert-FWY-689	KK499	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
277	Invert-FWY-690	KK500	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
278	Invert-FWY-691	KK501	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
